  0.0000000E+00 -1.459387176747191E-002
   1.000000     -1.420281262868041E-002
   2.000000     -1.381810942975632E-002
   3.000000     -1.343972387110450E-002
   4.000000     -1.306761745270003E-002
   5.000000     -1.270175147223187E-002
   6.000000     -1.234208702323993E-002
   7.000000     -1.198858499324393E-002
   8.000000     -1.164120606186229E-002
   9.000000     -1.129991069892607E-002
   10.00000     -1.096465916258867E-002
   11.00000     -1.063541149742952E-002
   12.00000     -1.031212753255634E-002
   13.00000     -9.994766879705852E-003
   14.00000     -9.683288931346692E-003
   15.00000     -9.377652858783003E-003
   16.00000     -9.077817610263578E-003
   17.00000     -8.783741909098107E-003
   18.00000     -8.495384251783370E-003
   19.00000     -8.212702906140307E-003
   20.00000     -7.935655909467331E-003
   21.00000     -7.664201066712138E-003
   22.00000     -7.398295948666839E-003
   23.00000     -7.137897890185603E-003
   24.00000     -6.882963988438406E-003
   25.00000     -6.633451101197150E-003
   26.00000     -6.389315845165408E-003
   27.00000     -6.150514594353157E-003
   28.00000     -5.917003478502825E-003
   29.00000     -5.688738381564184E-003
   30.00000     -5.465674940242408E-003
   31.00000     -5.247768542660584E-003
   32.00000     -5.034974327198141E-003
   33.00000     -4.827247181488178E-003
   34.00000     -4.624541741387306E-003
   35.00000     -4.426812389577874E-003
   36.00000     -4.234013253645289E-003
   37.00000     -4.046098204211803E-003
   38.00000     -3.863020854742407E-003
   39.00000     -3.684734564926235E-003
   40.00000     -3.511192447891030E-003
   41.00000     -3.342347377773889E-003
   42.00000     -3.178151990387797E-003
   43.00000     -3.018558669593643E-003
   44.00000     -2.863519518427185E-003
   45.00000     -2.712986325931472E-003
   46.00000     -2.566910551781650E-003
   47.00000     -2.425243352381067E-003
   48.00000     -2.287935658616808E-003
   49.00000     -2.154938289624820E-003
   50.00000     -2.026202060394779E-003
   51.00000     -1.901677829041291E-003
   52.00000     -1.781316442216757E-003
   53.00000     -1.665068572910362E-003
   54.00000     -1.552884490206114E-003
   55.00000     -1.444713836006605E-003
   56.00000     -1.340505493168000E-003
   57.00000     -1.240207607456834E-003
   58.00000     -1.143767779657894E-003
   59.00000     -1.051133390975778E-003
   60.00000     -9.622519839519670E-004
   61.00000     -8.770716064488831E-004
   62.00000     -7.955410412556166E-004
   63.00000     -7.176098809521717E-004
   64.00000     -6.432284524941448E-004
   65.00000     -5.723476339887387E-004
   66.00000     -5.049186279440176E-004
   67.00000     -4.408927587623676E-004
   68.00000     -3.802213512681598E-004
   69.00000     -3.228557284300633E-004
   70.00000     -2.687473470596780E-004
   71.00000     -2.178480754451812E-004
   72.00000     -1.701106099444251E-004
   73.00000     -1.254890304126024E-004
   74.00000     -8.393950849094415E-005
   75.00000     -4.542121084916638E-005
   76.00000     -9.897487643006845E-006
