  0.0000000E+00 -1.294481763496994E-003
   1.000000     -9.100845378634886E-004
   2.000000     -6.075978264132317E-004
   3.000000     -3.787522800318180E-004
   4.000000     -2.146253240915719E-004
   5.000000     -1.055716317028133E-004
   6.000000     -4.116687117803435E-005
   7.000000     -1.018555249830331E-005
   8.000000     -6.463439931516380E-007
  0.0000000E+00 -1.186479623569358E-003
   1.000000     -8.115435967886224E-004
   2.000000     -5.192101115114632E-004
   3.000000     -3.013144218737167E-004
   4.000000     -1.490684433552753E-004
   5.000000     -5.302856792331454E-005
   6.000000     -3.238157991226073E-006
  0.0000000E+00 -1.164945085761546E-003
   1.000000     -7.919247329968222E-004
   2.000000     -5.016562335452946E-004
   3.000000     -2.860031237723377E-004
   4.000000     -1.362196794435544E-004
   5.000000     -4.294366646542824E-005
  0.0000000E+00 -1.141478281546205E-003
   1.000000     -7.705570131953545E-004
   2.000000     -4.825549970522509E-004
   3.000000     -2.693699464789145E-004
   4.000000     -1.223099341953259E-004
   5.000000     -3.212527152075001E-005
  0.0000000E+00 -1.116086049346793E-003
   1.000000     -7.474498923090976E-004
   2.000000     -4.619198721077144E-004
   3.000000     -2.514349824702542E-004
   4.000000     -1.073717284479863E-004
   5.000000     -2.063755801547263E-005
  0.0000000E+00 -1.088775888604072E-003
   1.000000     -7.226137967804373E-004
   2.000000     -4.397658366508449E-004
   3.000000     -2.322208850517363E-004
   4.000000     -9.144276657267953E-005
   5.000000     -8.561780494479166E-006
  0.0000000E+00 -1.059555984491766E-003
   1.000000     -6.960601768688572E-004
   2.000000     -4.161094941068762E-004
   3.000000     -2.117531706841573E-004
   4.000000     -7.456698047501058E-005
  0.0000000E+00 -1.028435235776276E-003
   1.000000     -6.678015667498210E-004
   2.000000     -3.909692124621728E-004
   3.000000     -1.900605944340736E-004
   4.000000     -5.679597569076031E-005
  0.0000000E+00 -9.954232861795738E-004
   1.000000     -6.378516536456590E-004
   2.000000     -3.643652894017093E-004
   3.000000     -1.671756216835549E-004
   4.000000     -3.819110896099012E-005
  0.0000000E+00 -9.605305596820215E-004
   1.000000     -6.062253574866754E-004
   2.000000     -3.363201495092072E-004
   3.000000     -1.431350293582159E-004
   4.000000     -1.882662147143180E-005
  0.0000000E+00 -9.237683002678925E-004
   1.000000     -5.729389229646430E-004
   2.000000     -3.068585814073430E-004
   3.000000     -1.179806858068397E-004
  0.0000000E+00 -1.292513245993764E-003
   1.000000     -9.082863533467192E-004
   2.000000     -6.059818008592533E-004
   3.000000     -3.773316673395712E-004
