0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
-0.01904744314	-0.01904710453	-0.01870815286	-0.01870781533	-0.01837092292	-0.01837058647	-0.01803576427	-0.01803542893	-0.01770268771	-0.01770235348	-0.01737170444	-0.01737137134	-0.01704282627	-0.01704249431	-0.01671606567	-0.01671573487	-0.01639143567	-0.01639110604	-0.01606894984	-0.0160686214	-0.01574862226	-0.01574829501	-0.01543046753	-0.0154301415	-0.01511450083	-0.01511417604	-0.01480073796	-0.01480041442	-0.01448919538	-0.01448887312	-0.01417989025	-0.01417956927	-0.01387284043	-0.01387252075	-0.01356806448	-0.01356774614	-0.01326558171	-0.01326526471	-0.01296541211	-0.01296509648	-0.01266757641	-0.01266726217	-0.01237209607	-0.01237178324	-0.01207899333	-0.01207868194	-0.01178829121	-0.01178798127	-0.01150001358	-0.01149970512	-0.01121418517	-0.01121387821	-0.01093083164	-0.01093052622	-0.01064997961	-0.01064967574	-0.01037165664	-0.01037135436	-0.01009589133	-0.01009559065	-0.009822713264	-0.009822414233	-0.009552153082	-0.009551855721	-0.009284242461	-0.0092839468	-0.009019014146	-0.009018720217	-0.008756501978	-0.008756209813	-0.008496740918	-0.00849645055	-0.008239767081	-0.008239478545	-0.007985617779	-0.007985331111	-0.007734331565	-0.007734046802	-0.007485948273	-0.007485665453	-0.007240509067	-0.007240228229	-0.006998056485	-0.006997777671	-0.006758634485	-0.006758357736	-0.00652228848	-0.00652201384	-0.006289065381	-0.006288792895	-0.006059013634	-0.006058743349	-0.005832183253	-0.005831915217	-0.005608625854	-0.005608360117	-0.00538839469	-0.005388131305	-0.005171544687	-0.005171283708	-0.004958132474	-0.004957873955	-0.004748216418	-0.004747960418	-0.004541856661	-0.004541603241	-0.004339115152	-0.004338864375	-0.004140055683	-0.004139807613	-0.003944743918	-0.003944498624	-0.003753247427	-0.003753004979	-0.003565635712	-0.003565396183	-0.00338198023	-0.003381743698	-0.003202354415	-0.00320212096	-0.003026833685	-0.00302660339	-0.002855495445	-0.002855268398	-0.002688419074	-0.002688195366	-0.002525685899	-0.002525465625	-0.002367379142	-0.002367162402	-0.002213583848	-0.002213370745	-0.002064386772	-0.002064177416	-0.001919876234	-0.001919670738	-0.001780141915	-0.0017799404	-0.001645274606	-0.001645077196	-0.001515365873	-0.0015151727	-0.001390507649	-0.001390318849	-0.001270791715	-0.001270607433	-0.001156309074	-0.001156129461	-0.001047149177	-0.001046974389	-0.000943398977	-0.0009432291799	-0.0008451417761	-0.0008449771422	-0.0007524558003	-0.0007522965094	-0.0006654124178	-0.0006652586573	-0.0005840738811	-0.0005839258453	-0.0005084904298	-0.0005083483189	-0.0004386965735	-0.0004385605923	-0.000374706425	-0.00037457678	-0.0003165081586	-0.0003163850549	-0.000264058084	-0.0002639417213	-0.0002172752907	-0.0002171658603	-0.0001760375521	-0.0001759352343	-0.0001401768028	-0.0001400817603	-0.0001094682392	-0.0001093805955	-0.00008360683533	-0.00008352662722	-0.00006219503155	-0.00006212222608	-0.00004484562882	-0.00004478031014	-0.00003115370448	-0.00003109576079	-0.00002064211135	-0.00002059150542	-0.00001285812972	-0.00001281476782	-7.361852585e-6	-7.325668785e-6	-3.729472994e-6	-3.70043633e-6	-1.556206418e-6	-1.534304473e-6	-3.9367e-7	-3.771873341e-7
