0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.210098854439620267e-04
2.000000000000000000e+00 2.522970406840503808e-04
3.000000000000000000e+00 3.492626893656705905e-04
4.000000000000000000e+00 7.879685179106539266e-04
5.000000000000000000e+00 8.396410047451589300e-04
6.000000000000000000e+00 1.010777412472364236e-03
7.000000000000000000e+00 1.354598015012137844e-03
8.000000000000000000e+00 1.783119067366626060e-03
9.000000000000000000e+00 3.026214446073211516e-03
1.000000000000000000e+01 3.082620053968284594e-03
1.100000000000000000e+01 3.356245755604031489e-03
1.200000000000000000e+01 3.814294138564033269e-03
1.300000000000000000e+01 3.815563533565452352e-03
1.400000000000000000e+01 3.844551849710564368e-03
1.500000000000000000e+01 4.291421264127918446e-03
1.600000000000000000e+01 4.428562398900753178e-03
1.700000000000000000e+01 4.565284350830334584e-03
1.800000000000000000e+01 4.667637865948343935e-03
1.900000000000000000e+01 4.692314977677292803e-03
2.000000000000000000e+01 5.023432973165896376e-03
2.100000000000000000e+01 5.190673258618467602e-03
2.200000000000000000e+01 5.401139496613975750e-03
2.300000000000000000e+01 5.442839076847236571e-03
2.400000000000000000e+01 5.659829986924698984e-03
2.500000000000000000e+01 5.754619985523126528e-03
2.600000000000000000e+01 5.758533877505246992e-03
2.700000000000000000e+01 5.787184113574604487e-03
2.800000000000000000e+01 5.989900025305167075e-03
2.900000000000000000e+01 6.062250072783748576e-03
3.000000000000000000e+01 6.113016760170003963e-03
3.100000000000000000e+01 6.118101630312084566e-03
3.200000000000000000e+01 6.464811405035633500e-03
3.300000000000000000e+01 6.477651157777913199e-03
3.400000000000000000e+01 6.518990787526207989e-03
3.500000000000000000e+01 6.557860883567506044e-03
3.600000000000000000e+01 6.577977103708443352e-03
3.700000000000000000e+01 6.578993166469808418e-03
3.800000000000000000e+01 6.601496906283193557e-03
3.900000000000000000e+01 6.611953695688278961e-03
4.000000000000000000e+01 1.354737484434224981e-02
4.100000000000000000e+01 1.357422988432202028e-02
4.200000000000000000e+01 1.363747181763033320e-02
4.300000000000000000e+01 1.364567777742055690e-02
4.400000000000000000e+01 1.365582929236370570e-02
4.500000000000000000e+01 1.365683624245456543e-02
4.600000000000000000e+01 1.372016474613268339e-02
4.700000000000000000e+01 1.378085057536419800e-02
4.800000000000000000e+01 1.385605288871100994e-02
4.900000000000000000e+01 1.389519636486747332e-02
5.000000000000000000e+01 1.404751009603200096e-02
5.100000000000000000e+01 1.404853071512861783e-02
5.200000000000000000e+01 1.406602704249921773e-02
5.300000000000000000e+01 1.406620018323882261e-02
