0.000000000000000000e+00 1.451375031414293883e-04
1.000000000000000000e+00 1.451375031414293883e-04
2.000000000000000000e+00 1.451375031414293883e-04
3.000000000000000000e+00 1.451375031414293883e-04
4.000000000000000000e+00 1.451375031414293883e-04
5.000000000000000000e+00 1.182136624993429920e-03
6.000000000000000000e+00 1.182136624993429920e-03
7.000000000000000000e+00 1.182136624993429920e-03
8.000000000000000000e+00 1.182136624993429920e-03
9.000000000000000000e+00 1.182136624993429920e-03
1.000000000000000000e+01 7.872149000598474555e-03
1.100000000000000000e+01 7.872149000598474555e-03
1.200000000000000000e+01 7.872149000598474555e-03
1.300000000000000000e+01 7.872149000598474555e-03
1.400000000000000000e+01 7.872149000598474555e-03
1.500000000000000000e+01 8.451582711027263994e-03
1.600000000000000000e+01 8.451582711027263994e-03
1.700000000000000000e+01 8.451582711027263994e-03
1.800000000000000000e+01 8.451582711027263994e-03
1.900000000000000000e+01 8.451582711027263994e-03
