0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
-0.02007242682	-0.02007192855	-0.01965965186	-0.01965915546	-0.01924977363	-0.01924927914	-0.01884282728	-0.0188423347	-0.01843883745	-0.01843834682	-0.01803782335	-0.01803733468	-0.01763980236	-0.01763931569	-0.01724479242	-0.01724430778	-0.01685281319	-0.01685233061	-0.0164638864	-0.0164634059	-0.01607803566	-0.01607755727	-0.01569528615	-0.01569480991	-0.01531566423	-0.01531519018	-0.01493919727	-0.01493872543	-0.01456591352	-0.01456544393	-0.01419584223	-0.01419537493	-0.01382901382	-0.01382854885	-0.01346546006	-0.01346499746	-0.01310521425	-0.01310475407	-0.01274831133	-0.0127478536	-0.01239478791	-0.01239433268	-0.01204468227	-0.01204422958	-0.01169803426	-0.01169758417	-0.01135488533	-0.01135443788	-0.0110152784	-0.01101483364	-0.01067925796	-0.01067881594	-0.0103468701	-0.01034643089	-0.01001816266	-0.0100177263	-0.00969318534	-0.0096927519	-0.009371989946	-0.009371559487	-0.009054630497	-0.009054203082	-0.008741163392	-0.00874073909	-0.008431647514	-0.008431226393	-0.008126144291	-0.008125726424	-0.007824717737	-0.007824303197	-0.007527434456	-0.007527023323	-0.007234363653	-0.007233956005	-0.006945577135	-0.006945173058	-0.006661149347	-0.006660748927	-0.006381157421	-0.00638076075	-0.006105681259	-0.006105288432	-0.005834803637	-0.005834414755	-0.005568610333	-0.005568225499	-0.005307190257	-0.00530680958	-0.005050635591	-0.005050259183	-0.00479904191	-0.00479866989	-0.004552508309	-0.0045521408	-0.004311137492	-0.004310774623	-0.004075035863	-0.00407467777	-0.003844313589	-0.003843960413	-0.003619084647	-0.003618736536	-0.003399466859	-0.003399123968	-0.003185581901	-0.003185244392	-0.002977555296	-0.002977223343	-0.002775516387	-0.002775190168	-0.00257959826	-0.002579277967	-0.002389937642	-0.002389623476	-0.00220667473	-0.002206366902	-0.002029952945	-0.002029651679	-0.001859918594	-0.001859624125	-0.001696720393	-0.001696432972	-0.00154050884	-0.001540228731	-0.001391435363	-0.001391162844	-0.001249651212	-0.001249386576	-0.001115305997	-0.001115049554	-0.0009885457954	-0.0009882978734	-0.0008695106915	-0.0008692716329	-0.0007583315854	-0.0007581017502	-0.0006551260644	-0.0006549058284	-0.0005599930649	-0.0005597828184	-0.0004730060158	-0.0004728061603	-0.0003942041582	-0.0003940151019	-0.0003235818669	-0.0003234040173	-0.0002610761275	-0.000260909882	-0.0002065528075	-0.0002063985409	-0.0001597924427	-0.0001596504917	-0.0001204746552	-0.0001203452922	-0.0000881577116	-0.00008804109764	-0.00006226011389	-0.00006215625386	-0.00004208632254	-0.00004199511139	-0.00002689786629	-0.00002681920975	-0.00001599241621	-0.00001592624347	-8.572582622e-6	-8.518596081e-6	-3.928315966e-6	-3.88641986e-6	-1.376054652e-6	-1.34616946e-6	-1.131050886e-7	-9.039012075e-8
