  0.0000000E+00 -2.739536994368095E-002
   1.000000     -2.569717692939271E-002
   2.000000     -2.406712244901368E-002
   3.000000     -2.250410349728321E-002
   4.000000     -2.100700164361903E-002
   5.000000     -1.957468264350544E-002
   6.000000     -1.820599604164608E-002
   7.000000     -1.689977476729665E-002
   8.000000     -1.565483472221365E-002
   9.000000     -1.446997436186215E-002
   10.00000     -1.334397427057366E-002
   11.00000     -1.227559673157191E-002
   12.00000     -1.126358529288353E-002
   13.00000     -1.030666433039011E-002
   14.00000     -9.403538609470343E-003
   15.00000     -8.552892846915050E-003
   16.00000     -7.753391275083267E-003
   17.00000     -7.003677210540302E-003
   18.00000     -6.302372629767319E-003
   19.00000     -5.648077754877787E-003
   20.00000     -5.039370652692442E-003
   21.00000     -4.474806850937798E-003
   22.00000     -3.952918975836626E-003
   23.00000     -3.472216415855300E-003
   24.00000     -3.031185016938942E-003
   25.00000     -2.628286815168865E-003
   26.00000     -2.261959813402140E-003
   27.00000     -1.930617809156642E-003
   28.00000     -1.632650281682096E-003
   29.00000     -1.366422346948995E-003
   30.00000     -1.130274790038278E-003
   31.00000     -9.225241852566773E-004
   32.00000     -7.414631151861956E-004
   33.00000     -5.853605008621258E-004
   34.00000     -4.524620564921469E-004
   35.00000     -3.409908838135404E-004
   36.00000     -2.491482239792258E-004
   37.00000     -1.751143902522408E-004
   38.00000     -1.170499168253674E-004
   39.00000     -7.309698947008556E-005
   40.00000     -4.138131171529706E-005
   41.00000     -2.001486385113875E-005
   42.00000     -7.101380172522579E-006
   43.00000     -7.567507666671992E-007
