  0.0000000E+00 -1.356750092471620E-002
   1.000000     -1.319420412332750E-002
   2.000000     -1.282667396674437E-002
   3.000000     -1.246488043017575E-002
   4.000000     -1.210879336360144E-002
   5.000000     -1.175838249136012E-002
   6.000000     -1.141361741178269E-002
   7.000000     -1.107446759687290E-002
   8.000000     -1.074090239203306E-002
   9.000000     -1.041289101584959E-002
   10.00000     -1.009040255993520E-002
   11.00000     -9.773405988836782E-003
   12.00000     -9.461870140014116E-003
   13.00000     -9.155763723902371E-003
   14.00000     -8.855055324052851E-003
   15.00000     -8.559713397372559E-003
   16.00000     -8.269706274468979E-003
   17.00000     -7.985002160102178E-003
   18.00000     -7.705569133764940E-003
   19.00000     -7.431375150399609E-003
   20.00000     -7.162388041262659E-003
   21.00000     -6.898575514953615E-003
   22.00000     -6.639905158626385E-003
   23.00000     -6.386344439399132E-003
   24.00000     -6.137860705980470E-003
   25.00000     -5.894421190543399E-003
   26.00000     -5.655993010859870E-003
   27.00000     -5.422543172733532E-003
   28.00000     -5.194038572759479E-003
   29.00000     -4.970446001444819E-003
   30.00000     -4.751732146729840E-003
   31.00000     -4.537863597958622E-003
   32.00000     -4.328806850343498E-003
   33.00000     -4.124528309986220E-003
   34.00000     -3.924994299517155E-003
   35.00000     -3.730171064429602E-003
   36.00000     -3.540024780190623E-003
   37.00000     -3.354521560227938E-003
   38.00000     -3.173627464902484E-003
   39.00000     -2.997308511594208E-003
   40.00000     -2.825530686051758E-003
   41.00000     -2.658259955172408E-003
   42.00000     -2.495462281416649E-003
   43.00000     -2.337103639087841E-003
   44.00000     -2.183150032749748E-003
   45.00000     -2.033567518105533E-003
   46.00000     -1.888322225717465E-003
   47.00000     -1.747380388020796E-003
   48.00000     -1.610708370172324E-003
   49.00000     -1.478272705383637E-003
   50.00000     -1.350040135525284E-003
   51.00000     -1.225977657956461E-003
   52.00000     -1.106052579748351E-003
   53.00000     -9.902325807452502E-004
   54.00000     -8.784857872510069E-004
   55.00000     -7.707808585849569E-004
   56.00000     -6.670870893423173E-004
   57.00000     -5.673745309746776E-004
   58.00000     -4.716141373555789E-004
   59.00000     -3.797779404180158E-004
   60.00000     -2.918392639043889E-004
   61.00000     -2.077729860071679E-004
   62.00000     -1.275558655686039E-004
   63.00000     -5.116695215901926E-005
