 N(Quantum Number)       Energy(cm-1)
 0.00000000000000E+0000	 0.00000000000000E+0000
 1.00000000000000E+0000	 2.86000000000000E-0001
 2.00000000000000E+0000	 7.62000000000000E-0001
 3.00000000000000E+0000	 1.42800000000000E+0000
 4.00000000000000E+0000	 2.28400000000000E+0000
 5.00000000000000E+0000	 3.33000000000000E+0000
 6.00000000000000E+0000	 4.56600000000000E+0000
 7.00000000000000E+0000	 5.99200000000000E+0000
 8.00000000000000E+0000	 7.60800000000000E+0000
 9.00000000000000E+0000	 9.41400000000000E+0000
 1.00000000000000E+0001	 1.14100000000000E+0001
 1.10000000000000E+0001	 1.35960000000000E+0001
 1.20000000000000E+0001	 1.59720000000000E+0001
 1.30000000000000E+0001	 1.85380000000000E+0001
 1.40000000000000E+0001	 2.12940000000000E+0001
 1.50000000000000E+0001	 2.42400000000000E+0001
 1.60000000000000E+0001	 2.73760000000000E+0001
 1.70000000000000E+0001	 3.07020000000000E+0001
 1.80000000000000E+0001	 3.42180000000000E+0001
 1.90000000000000E+0001	 3.79240000000000E+0001
 2.00000000000000E+0001	 4.18200000000000E+0001
 2.10000000000000E+0001	 4.59060000000000E+0001
 2.20000000000000E+0001	 5.01820000000000E+0001
 2.30000000000000E+0001	 5.46480000000000E+0001
 2.40000000000000E+0001	 5.93040000000000E+0001
 2.50000000000000E+0001	 6.41500000000000E+0001
 2.60000000000000E+0001	 6.91860000000000E+0001
 2.70000000000000E+0001	 7.44120000000000E+0001
 2.80000000000000E+0001	 7.98280000000000E+0001
 2.90000000000000E+0001	 8.54340000000000E+0001
 3.00000000000000E+0001	 9.12300000000000E+0001
 3.10000000000000E+0001	 9.72160000000001E+0001
 3.20000000000000E+0001	 1.03392000000000E+0002
 3.30000000000000E+0001	 1.09758000000000E+0002
 3.40000000000000E+0001	 1.16314000000000E+0002
 3.50000000000000E+0001	 1.23059999999999E+0002
 3.60000000000000E+0001	 1.29996000000000E+0002
 3.70000000000000E+0001	 1.37122000000000E+0002
 3.80000000000000E+0001	 1.44438000000000E+0002
 3.90000000000000E+0001	 1.51944000000000E+0002
 4.00000000000000E+0001	 1.59640000000000E+0002
 4.10000000000000E+0001	 1.67526000000000E+0002
 4.20000000000000E+0001	 1.75602000000000E+0002
 4.30000000000000E+0001	 1.83868000000000E+0002
 4.40000000000000E+0001	 1.92324000000000E+0002
 4.50000000000000E+0001	 2.00970000000000E+0002
 4.60000000000000E+0001	 2.09806000000000E+0002
 4.70000000000000E+0001	 2.18832000000000E+0002
 4.80000000000000E+0001	 2.28048000000000E+0002
 4.90000000000000E+0001	 2.37454000000000E+0002
 5.00000000000000E+0001	 2.47050000000000E+0002
 5.10000000000000E+0001	 2.56836000000000E+0002
 5.20000000000000E+0001	 2.66812000000000E+0002
 5.30000000000000E+0001	 2.76978000000000E+0002
 5.40000000000000E+0001	 2.87334000000000E+0002
 5.50000000000000E+0001	 2.97880000000000E+0002
 5.60000000000000E+0001	 3.08616000000000E+0002
 5.70000000000000E+0001	 3.19542000000000E+0002
 5.80000000000000E+0001	 3.30658000000000E+0002
 5.90000000000000E+0001	 3.41964000000000E+0002
 6.00000000000000E+0001	 3.53460000000000E+0002
 6.10000000000000E+0001	 3.65146000000000E+0002
 6.20000000000000E+0001	 3.77022000000000E+0002
 6.30000000000000E+0001	 3.89088000000000E+0002
 6.40000000000000E+0001	 4.01344000000000E+0002
 6.50000000000000E+0001	 4.13790000000000E+0002
 6.60000000000000E+0001	 4.26426000000000E+0002
 6.70000000000000E+0001	 4.39252000000000E+0002
 6.80000000000000E+0001	 4.52268000000000E+0002
 6.90000000000000E+0001	 4.65474000000000E+0002
 7.00000000000000E+0001	 4.78870000000000E+0002
 7.10000000000000E+0001	 4.92456000000000E+0002
 7.20000000000000E+0001	 5.06232000000000E+0002
 7.30000000000000E+0001	 5.20198000000000E+0002
 7.40000000000000E+0001	 5.34354000000000E+0002
 7.50000000000000E+0001	 5.48700000000000E+0002
 7.60000000000000E+0001	 5.63236000000000E+0002
 7.70000000000000E+0001	 5.77962000000000E+0002
 7.80000000000000E+0001	 5.92878000000000E+0002
 7.90000000000000E+0001	 6.07984000000000E+0002
 8.00000000000000E+0001	 6.23280000000001E+0002
 8.10000000000000E+0001	 6.38766000000000E+0002
 8.20000000000000E+0001	 6.54442000000000E+0002
 8.30000000000000E+0001	 6.70308000000000E+0002
 8.40000000000000E+0001	 6.86364000000001E+0002
 8.50000000000000E+0001	 7.02610000000000E+0002
 8.60000000000000E+0001	 7.19046000000000E+0002
 8.70000000000000E+0001	 7.35672000000000E+0002
 8.80000000000000E+0001	 7.52488000000000E+0002
 8.90000000000000E+0001	 7.69494000000000E+0002
 9.00000000000000E+0001	 7.86690000000000E+0002
 9.10000000000000E+0001	 8.04076000000000E+0002
 9.20000000000000E+0001	 8.21652000000000E+0002
 9.30000000000000E+0001	 8.39418000000000E+0002
 9.40000000000000E+0001	 8.57374000000000E+0002
 9.50000000000000E+0001	 8.75520000000000E+0002
 9.60000000000000E+0001	 8.93856000000001E+0002
 9.70000000000000E+0001	 9.12382000000001E+0002
 9.80000000000000E+0001	 9.31098000000000E+0002
 9.90000000000000E+0001	 9.50004000000000E+0002
 1.00000000000000E+0002	 9.69100000000001E+0002
 1.00000000000000E+0000	 3.82000000000000E-0001
 2.00000000000000E+0000	 1.05000000000000E+0000
 3.00000000000000E+0000	 1.90800000000000E+0000
 4.00000000000000E+0000	 2.95600000000000E+0000
 5.00000000000000E+0000	 4.19400000000000E+0000
