   J  Sym   #        Energy    g Population Name J Ka Kc     
  19   E-   6      528.3480   39 .000630326 v=0 19 12  8     
  19   E-   7      625.6920   39 .000395196 v=0 19 14  6     
  19   E-   8      738.0120   39 .000230605 v=0 19 16  4     
  19   E-   9      865.3080   39 .000125237 v=0 19 18  2     
  19   O+   1      260.6520   39 .002275795 v=0 19  1 18     
  19   O+   2      275.6280   39 .002118071 v=0 19  3 16     
  19   O+   3      305.5800   39 .001834658 v=0 19  5 14     
  19   O+   4      350.5080   39 .001479031 v=0 19  7 12     
  19   O+   5      410.4120   39 .001109703 v=0 19  9 10     
  19   O+   6      485.2920   39 .000774897 v=0 19 11  8     
  19   O+   7      575.1480   39 .000503603 v=0 19 13  6     
  19   O+   8      679.9800   39 .000304607 v=0 19 15  4     
  19   O+   9      799.7880   39 .000171474 v=0 19 17  2     
  19   O+  10      934.5720   39 8.98391e-5 v=0 19 19  0     
  19   O-   1      260.6520   39 .002275795 v=0 19  1 19     
  19   O-   2      275.6280   39 .002118071 v=0 19  3 17     
  19   O-   3      305.5800   39 .001834658 v=0 19  5 15     
  19   O-   4      350.5080   39 .001479031 v=0 19  7 13     
  19   O-   5      410.4120   39 .001109703 v=0 19  9 11     
  19   O-   6      485.2920   39 .000774897 v=0 19 11  9     
  19   O-   7      575.1480   39 .000503603 v=0 19 13  7     
  19   O-   8      679.9800   39 .000304607 v=0 19 15  5     
  19   O-   9      799.7880   39 .000171474 v=0 19 17  3     
  19   O-  10      934.5720   39 8.98391e-5 v=0 19 19  1     
  20   E+   1      286.0200   41 .002118433 v=0 20  0 20     
  20   E+   2      293.5080   41 .002043706 v=0 20  2 18     
  20   E+   3      315.9720   41 .001834973 v=0 20  4 16     
  20   E+   4      353.4120   41 .001533374 v=0 20  6 14     
  20   E+   5      405.8280   41 .001192543 v=0 20  8 12     
  20   E+   6      473.2200   41 .000863191 v=0 20 10 10     
  20   E+   7      555.5880   41 .000581497 v=0 20 12  8     
  20   E+   8      652.9320   41 .000364582 v=0 20 14  6     
  20   E+   9      765.2520   41 .000212741 v=0 20 16  4     
  20   E+  10      892.5480   41 .000115535 v=0 20 18  2     
  20   E+  11     1034.8200   41 5.83961e-5 v=0 20 20  0     
  20   E-   1      293.5080   41 .002043706 v=0 20  2 19     
  20   E-   2      315.9720   41 .001834973 v=0 20  4 17     
  20   E-   3      353.4120   41 .001533374 v=0 20  6 15     
  20   E-   4      405.8280   41 .001192543 v=0 20  8 13     
  20   E-   5      473.2200   41 .000863191 v=0 20 10 11     
  20   E-   6      555.5880   41 .000581497 v=0 20 12  9     
  20   E-   7      652.9320   41 .000364582 v=0 20 14  7     
  20   E-   8      765.2520   41 .000212741 v=0 20 16  5     
  20   E-   9      892.5480   41 .000115535 v=0 20 18  3     
  20   E-  10     1034.8200   41 5.83961e-5 v=0 20 20  1     
  20   O+   1      287.8920   41 .002099499 v=0 20  1 19     
  20   O+   2      302.8680   41 .001953994 v=0 20  3 17     
  20   O+   3      332.8200   41 .001692536 v=0 20  5 15     
  20   O+   4      377.7480   41 .001364458 v=0 20  7 13     
  20   O+   5      437.6520   41 .00102374  v=0 20  9 11     
  20   O+   6      512.5320   41 .000714869 v=0 20 11  9     
  20   O+   7      602.3880   41 .000464591 v=0 20 13  7     
  20   O+   8      707.2200   41 .00028101  v=0 20 15  5     
  20   O+   9      827.0280   41 .000158191 v=0 20 17  3     
  20   O+  10      961.8120   41 8.28797e-5 v=0 20 19  1     
  20   O-   1      287.8920   41 .002099499 v=0 20  1 20     
  20   O-   2      302.8680   41 .001953994 v=0 20  3 18     
  20   O-   3      332.8200   41 .001692536 v=0 20  5 16     
  20   O-   4      377.7480   41 .001364458 v=0 20  7 14     
  20   O-   5      437.6520   41 .00102374  v=0 20  9 12     
  20   O-   6      512.5320   41 .000714869 v=0 20 11 10     
  20   O-   7      602.3880   41 .000464591 v=0 20 13  8     
  20   O-   8      707.2200   41 .00028101  v=0 20 15  6     
  20   O-   9      827.0280   41 .000158191 v=0 20 17  4     
  20   O-  10      961.8120   41 8.28797e-5 v=0 20 19  2     
  21   E+   1      314.6220   43 .001936984 v=0 21  0 21     
  21   E+   2      322.1100   43 .001868658 v=0 21  2 19     
  21   E+   3      344.5740   43 .001677802 v=0 21  4 17     
  21   E+   4      382.0140   43 .001402036 v=0 21  6 15     
  21   E+   5      434.4300   43 .001090398 v=0 21  8 13     
