modenumber	Symmetry	Frequency	IR_Intensity	reduced_mass	torsionindex	type	x	modeindex	verindex	zpesum
1	A1	3042.929		1.0078				1	11	3042.92895507813
2	E	1574.641		1.0078				2	11	3149.38732910156
3	T2	3170.1		1.1009				4	11	9510.42041015625
4	T2	1347.046		1.1798				7	11	4041.25524902344

    
