  0.0000000E+00 -2.218455503253919E-003
   1.000000     -2.055206810925058E-003
   2.000000     -1.899777430237482E-003
   3.000000     -1.752015059522189E-003
   4.000000     -1.611764843395908E-003
   5.000000     -1.478869296171345E-003
   6.000000     -1.353168223427797E-003
   7.000000     -1.234498641869143E-003
   8.000000     -1.122694697634823E-003
   9.000000     -1.017587583273762E-003
   10.00000     -9.190054536420015E-004
   11.00000     -8.267733410429653E-004
   12.00000     -7.407130699963251E-004
   13.00000     -6.606431721003735E-004
   14.00000     -5.863788015384369E-004
   15.00000     -5.177316518802896E-004
   16.00000     -4.545098749424066E-004
   17.00000     -3.965180025956714E-004
   18.00000     -3.435568725504850E-004
   19.00000     -2.954235593036066E-004
   20.00000     -2.519113116034025E-004
   21.00000     -2.128094979743357E-004
   22.00000     -1.779035620435025E-004
   23.00000     -1.469749896244065E-004
   24.00000     -1.198012897377404E-004
   25.00000     -9.615599197914207E-005
   26.00000     -7.580866287664401E-005
   27.00000     -5.852494410661980E-005
   28.00000     -4.406661564992542E-005
   29.00000     -3.219168715609278E-005
   30.00000     -2.265452092967381E-005
   31.00000     -1.520599004421336E-005
   32.00000     -9.593675104204620E-006
   33.00000     -5.562103098649070E-006
   34.00000     -2.853031603118807E-006
   35.00000     -1.205781309868511E-006
   36.00000     -3.576197254767241E-007
   37.00000     -4.420158496646195E-008
  0.0000000E+00 -1.344503040809440E-003
   1.000000     -1.198878466379437E-003
   2.000000     -1.061401333538448E-003
   3.000000     -9.319351868803430E-004
   4.000000     -8.103426009673699E-004
   5.000000     -6.964853992660715E-004
   6.000000     -5.902249557677430E-004
   7.000000     -4.914226120129290E-004
   8.000000     -3.999402584140255E-004
   9.000000     -3.156411550575641E-004
   10.00000     -2.383911114965291E-004
   11.00000     -1.680602231737544E-004
   12.00000     -1.045255072911138E-004
   13.00000     -4.767506874033320E-005
  0.0000000E+00 -1.327247956653103E-003
   1.000000     -1.181993936746218E-003
   2.000000     -1.044895787406130E-003
   3.000000     -9.158176337986871E-004
   4.000000     -7.946227143807136E-004
   5.000000     -6.811736196514192E-004
   6.000000     -5.753326202927322E-004
   7.000000     -4.769621204231905E-004
   8.000000     -3.859252895922059E-004
   9.000000     -3.020869564141794E-004
   10.00000     -2.253148964569494E-004
   11.00000     -1.554817353742207E-004
   12.00000     -9.246785419050860E-005
   13.00000     -3.616601686691407E-005
  0.0000000E+00 -1.309831443752707E-003
   1.000000     -1.164952466140752E-003
   2.000000     -1.028237966287795E-003
   3.000000     -8.995526712006164E-004
   4.000000     -7.787605089134887E-004
   5.000000     -6.657248683926759E-004
   6.000000     -5.603089560817806E-004
   7.000000     -4.623762881098134E-004
   8.000000     -3.717913770120192E-004
   9.000000     -2.884207044350714E-004
   10.00000     -2.121341271153417E-004
   11.00000     -1.428069635091895E-004
   12.00000     -8.032319841343409E-005
   13.00000     -2.458062958345676E-005
  0.0000000E+00 -1.292253813252468E-003
   1.000000     -1.147754396915298E-003
   2.000000     -1.011428248111458E-003
   3.000000     -8.831407178413146E-004
   4.000000     -7.627564505359287E-004
   5.000000     -6.501396665469161E-004
