0.000000000000000000e+00 6.205728614259648181e-06
1.000000000000000000e+00 1.473518820742709441e-05
2.000000000000000000e+00 1.473518820742709441e-05
3.000000000000000000e+00 2.316171107456417577e-03
4.000000000000000000e+00 2.324700567049585095e-03
5.000000000000000000e+00 2.324700567049585095e-03
6.000000000000000000e+00 3.227160677191602024e-03
7.000000000000000000e+00 3.235690136784769976e-03
8.000000000000000000e+00 3.235690136784769976e-03
9.000000000000000000e+00 4.164854472209690572e-03
1.000000000000000000e+01 4.173383931802858091e-03
1.100000000000000000e+01 4.173383931802858091e-03
1.200000000000000000e+01 5.003338623434172745e-03
1.300000000000000000e+01 5.011868083027340263e-03
1.400000000000000000e+01 5.011868083027340263e-03
1.500000000000000000e+01 5.095668200996109759e-03
1.600000000000000000e+01 5.104197660589277277e-03
1.700000000000000000e+01 5.104197660589277277e-03
1.800000000000000000e+01 5.475534427353995724e-03
1.900000000000000000e+01 5.484063886947162375e-03
2.000000000000000000e+01 5.484063886947162375e-03
2.100000000000000000e+01 5.484783787917099640e-03
2.200000000000000000e+01 5.493313247510266291e-03
2.300000000000000000e+01 5.493313247510266291e-03
2.400000000000000000e+01 1.247431141769760055e-02
2.500000000000000000e+01 1.247788358453576392e-02
2.600000000000000000e+01 1.248284087729076633e-02
2.700000000000000000e+01 1.248284087729076633e-02
2.800000000000000000e+01 1.248641304412893144e-02
2.900000000000000000e+01 1.248641304412893144e-02
3.000000000000000000e+01 1.277258734868430730e-02
3.100000000000000000e+01 1.278111680827747482e-02
3.200000000000000000e+01 1.278111680827747482e-02
3.300000000000000000e+01 1.287470393436917181e-02
3.400000000000000000e+01 1.288323339396233932e-02
3.500000000000000000e+01 1.288323339396233932e-02
